ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
CRM,1.0,1.0,0.0,0.07,Sideways,0.75,N/A,0.3866,OK,0.9901,0.5494,CHAOTIC,0.9955,0.6848,0.9928,False,0.0028,0.72,RSI,0.00075,0.9939,0.7104,0.278,0.95,MILD,NO_CONFLICT,0.5328,0.8727,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1912,MILD,0.9,12.79,12.79,0.2992,3,BUY,6.199,correct,OK,2025-01-21,2025-01-27,Win7:  Bull-InaugRally    (Jan20->27-2025)
PLTR,0.0987,0.0987,0.0987,0.3,Bear,0.73,N/A,0.5648,MINOR,0.9915,0.5427,NEUTRAL,0.9355,0.6182,0.9635,True,-0.8985,1.0,sma10_dist,-0.003718,0.3823,0.8961,0.3937,0.85,MODERATE,HOLD,0.306,0.887,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5153,MODERATE,0.78,0.0,0.0,-0.1567,0,HOLD,3.243,hold,HOLD,2025-01-21,2025-01-27,Win7:  Bull-InaugRally    (Jan20->27-2025)
AAPL,1.0,1.0,0.0,0.16,Sideways,0.76,N/A,0.564,MINOR,1.0093,0.4533,CHAOTIC,0.84,0.3,0.9246,False,0.004,0.72,log_return,0.001821,0.9968,0.6636,0.269,0.95,MILD,NO_CONFLICT,0.5904,0.8459,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.1831,HARMONY,1.05,19.23,19.23,0.3856,10,BUY,12.194,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
MSFT,1.0,1.0,0.0,0.09,Sideways,0.93,N/A,0.559,MINOR,0.8969,0.7794,SIDEWAYS,0.9354,0.6181,0.9162,False,0.0013,0.72,sma20_dist,0.001133,0.9948,0.6562,0.276,0.95,MILD,NO_CONFLICT,0.5849,0.8459,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.2104,MILD,0.936,16.78,16.78,0.3774,3,BUY,4.791,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
NVDA,0.9998,0.9998,0.0002,0.22,Bear,0.89,N/A,0.6366,MINOR,0.9926,0.5371,CHAOTIC,0.9355,0.6182,0.9641,False,0.0012,0.72,log_return,0.004644,0.9978,0.6926,0.6855,0.5,CRITICAL,MILD_ADJUST,0.5495,0.8459,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.5912,MODERATE,0.819,2.59,2.59,0.2492,2,HOLD,7.555,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
TSLA,1.0,1.0,0.0,0.08,Sideways,0.855,N/A,0.5462,MINOR,0.9859,0.5707,CHAOTIC,0.9655,0.6515,0.9757,False,0.0036,0.72,log_return,0.002529,0.9944,0.6985,0.2911,0.95,MILD,MILD_ADJUST,0.5827,0.8459,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.2031,MILD,0.8694,10.69,10.69,0.3741,6,BUY,7.854,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
META,0.3954,0.3954,0.3954,0.1,Bear,0.93,N/A,0.5302,MINOR,0.9825,0.5876,CHAOTIC,0.9355,0.6182,0.959,True,-0.5959,1.0,RSI,-0.001366,0.3212,0.308,0.3143,0.95,MILD,MILD_ADJUST,0.1836,0.9472,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5627,MODERATE,0.819,0.0,2.0,-0.3607,0,SELL,0.902,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
GOOGL,0.9927,0.9927,0.0073,0.09,Sideways,0.94,N/A,0.2966,OK,1.0113,0.4435,CHAOTIC,0.9655,0.6515,0.9884,True,0.0826,1.0,vol_change,0.002782,0.9946,0.9831,0.2718,0.95,MILD,NO_CONFLICT,0.7373,0.9108,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2152,MILD,0.828,16.56,16.56,0.606,9,BUY,1.274,noise_c,OK!,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
AMZN,0.0063,0.0063,0.0063,0.08,Sideways,0.93,N/A,0.4041,MINOR,0.9039,0.7426,SIDEWAYS,0.9655,0.6515,0.9347,True,-0.956,1.0,vol_change,0.001515,0.3627,0.6076,0.3054,0.95,MILD,NO_CONFLICT,0.5457,0.8487,0.9,MODERATE SYCOPHANCY HOLD low LSTM dominance (−10%),0.6341,MODERATE,0.78,11.8,11.8,0.3185,6,BUY,-1.604,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
AMD,0.0,0.0,0.0,0.14,Bear,0.68,N/A,1.0,CRITICAL,0.9119,0.7004,SIDEWAYS,0.9355,0.6182,0.9237,True,-0.0562,1.0,log_return,0.002721,0.32,0.5812,0.2821,0.95,MILD,SYSTEMIC_VETO,0.1308,0.8857,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5694,MODERATE,0.69,0.0,2.0,-0.4487,0,SELL,-1.21,noise_c,OK!,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
INTC,0.0083,0.0083,0.0083,0.07,Bear,0.98,N/A,0.5114,MINOR,1.009,0.455,CHAOTIC,0.9655,0.6515,0.9872,True,-0.942,1.0,log_return,-0.000971,0.2999,0.6318,0.2472,0.95,MILD,MILD_ADJUST,0.4475,0.8941,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4635,MODERATE,0.69,2.28,2.28,0.0791,7,HOLD,0.226,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
ORCL,0.9999,0.9999,0.0001,0.1,Bear,0.93,N/A,0.9576,CRITICAL,0.9228,0.6433,SIDEWAYS,0.9655,0.6515,0.9442,False,0.0059,0.72,vol_change,0.003647,0.995,0.6764,0.665,0.5,CRITICAL,MILD_ADJUST,0.4058,0.8723,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6281,MODERATE,0.75,0.0,0.0,0.0097,0,HOLD,13.502,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
SPY,1.0,1.0,0.0,0.12,Bull,0.98,N/A,0.3,OK,0.9013,0.7564,SIDEWAYS,0.95,0.5,0.9256,False,0.0028,0.72,RSI,0.002412,0.9959,0.5465,0.189,1.0,HARMONY,NO_CONFLICT,0.4099,0.8723,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.0,HARMONY,0.9476,8.24,8.24,0.1738,1,BUY,2.136,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
QQQ,1.0,1.0,0.0,0.16,Bull,0.98,N/A,0.3,OK,0.9179,0.6689,SIDEWAYS,0.95,0.5,0.934,False,0.0023,0.72,vol_change,0.001863,0.9969,0.5514,0.177,1.0,HARMONY,NO_CONFLICT,0.4135,0.8723,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.0,HARMONY,1.0712,9.59,9.59,0.179,2,BUY,4.352,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
DIA,0.9395,0.9395,0.0605,0.08,Bull,0.98,N/A,0.3,OK,0.8976,0.776,SIDEWAYS,0.95,0.5,0.9238,True,-0.0599,1.0,RSI,0.004367,0.9927,0.7575,0.2101,0.95,MILD,NO_CONFLICT,0.5563,0.8972,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.0175,HARMONY,1.0712,19.27,19.27,0.3788,5,BUY,-0.182,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
IWM,0.0,0.0,0.0,0.07,Sideways,0.98,N/A,0.3,OK,0.8892,0.8202,SIDEWAYS,0.95,0.5,0.9196,True,-0.5365,1.0,sma10_dist,-0.000723,0.3587,0.5885,0.306,0.95,MILD,NO_CONFLICT,0.4414,0.9158,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6297,MODERATE,0.78,6.0,6.0,0.1621,3,BUY,-0.461,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
JPM,0.0027,0.0027,0.0027,0.06,Bear,0.63,N/A,0.3062,OK,1.0066,0.4672,CHAOTIC,1.0314,0.8046,1.019,True,-0.9843,1.0,RSI,0.002902,0.2961,0.5865,0.2434,0.95,MILD,NO_CONFLICT,0.4399,0.8935,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2151,MILD,0.828,2.61,2.61,0.0665,1,HOLD,-2.32,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
BAC,0.0026,0.0026,0.0026,0.05,Sideways,0.94,N/A,0.2744,OK,0.9277,0.6172,SIDEWAYS,0.9654,0.6515,0.9466,True,-0.9204,1.0,RSI,-0.001796,0.223,0.5679,0.2985,0.95,MILD,NO_CONFLICT,0.4259,0.8935,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5017,MODERATE,0.75,4.95,4.95,0.1389,12,BUY,-0.403,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
GS,0.5537,0.5537,0.4463,0.07,Sideways,0.79,N/A,0.5607,MINOR,1.0106,0.447,NEUTRAL,1.0314,0.8046,1.021,True,-0.4312,1.0,sma50_dist,0.004974,0.8097,0.8267,0.0236,1.0,HARMONY,MILD_ADJUST,0.5216,0.8942,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2279,MILD,0.9,12.71,12.71,0.2824,2,BUY,-0.743,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
V,0.0008,0.0008,0.0008,0.06,Sideways,0.73,N/A,0.3129,OK,0.9899,0.5507,NEUTRAL,0.84,0.3,0.9149,True,-0.909,1.0,sma10_dist,-0.000762,0.3558,0.5673,0.3026,0.95,MILD,NO_CONFLICT,0.4255,0.9342,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5269,MODERATE,0.75,4.92,4.92,0.1382,1,BUY,-1.407,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
GLD,0.9731,0.9731,0.0269,0.05,Sideways,0.96,N/A,0.3,OK,0.9908,0.5459,NEUTRAL,0.95,0.5,0.9704,True,0.1064,1.0,RSI,0.00098,0.9919,0.9626,0.2647,0.95,MILD,NO_CONFLICT,0.7219,0.9195,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3178,MILD,0.828,16.56,16.56,0.5829,7,BUY,0.501,noise_c,OK!,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
TLT,1.0,1.0,0.0,0.04,Sideways,0.98,N/A,0.3,OK,0.9012,0.7569,SIDEWAYS,0.95,0.5,0.9256,True,0.0142,1.0,sma20_dist,0.001941,0.9922,0.8725,0.281,0.95,MILD,NO_CONFLICT,0.6544,0.8933,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2814,MILD,0.9,18.0,18.0,0.4816,21,BUY,3.125,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
SLV,0.8154,0.8154,0.1846,0.03,Sideways,0.91,N/A,0.3,OK,1.0068,0.466,CHAOTIC,0.95,0.5,0.9784,True,-0.1573,1.0,vol_change,-0.003753,0.9771,0.9082,0.2131,0.95,MILD,MILD_ADJUST,0.579,0.9036,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3168,MILD,0.9,7.88,7.88,0.3685,29,BUY,-0.737,noise_w,BAD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
XOM,0.0011,0.0011,0.0011,0.04,Sideways,0.98,N/A,0.35,OK,0.9009,0.7586,SIDEWAYS,0.9654,0.6514,0.9332,True,-0.8682,1.0,vol_change,-0.001855,0.221,0.5132,0.2964,0.95,MILD,NO_CONFLICT,0.3849,0.8645,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4624,MODERATE,0.75,2.76,2.76,0.0774,2,HOLD,-4.174,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
CVX,0.0,0.0,0.0,0.03,Sideways,0.98,N/A,0.35,OK,0.9014,0.7557,SIDEWAYS,1.0313,0.8045,0.9664,True,-0.6849,1.0,vol_change,-0.0011,0.2192,0.5073,0.294,0.95,MILD,NO_CONFLICT,0.3805,0.9369,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4499,MODERATE,0.75,2.52,2.52,0.0707,1,HOLD,-2.265,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
WMT,1.0,1.0,0.0,0.05,Bear,0.94,N/A,0.309,OK,1.0098,0.451,CHAOTIC,1.0314,0.8046,1.0206,False,0.0085,0.72,RSI,0.003225,0.9925,0.7294,0.67,0.5,CRITICAL,NO_CONFLICT,0.5471,0.9313,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.7172,HIGH,0.55,3.16,3.16,0.2451,4,HOLD,0.687,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
PG,0.0,0.0,0.0,0.03,Sideways,0.78,N/A,0.3824,OK,0.9841,0.5794,CHAOTIC,0.9954,0.6848,0.9897,True,-0.7898,1.0,RSI,0.000901,0.2192,0.5196,0.294,0.95,MILD,NO_CONFLICT,0.3897,0.9002,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4669,MODERATE,0.69,2.77,2.77,0.0845,1,HOLD,0.09,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
JNJ,0.0,0.0,0.0,0.03,Sideways,0.98,N/A,0.4631,MINOR,0.9037,0.7438,SIDEWAYS,0.9951,0.6837,0.9494,True,-0.9244,1.0,RSI,-0.001225,0.2192,0.4984,0.294,0.95,MILD,NO_CONFLICT,0.362,0.9002,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.45,MODERATE,0.75,1.53,1.53,0.043,1,HOLD,-0.802,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
NFLX,0.9995,0.9995,0.0005,0.09,Sideways,0.94,N/A,0.3922,OK,0.9067,0.728,SIDEWAYS,0.9655,0.6515,0.9361,True,0.1186,1.0,sma10_dist,0.003269,0.9948,0.9312,0.2757,0.95,MILD,NO_CONFLICT,0.6984,0.9155,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2117,MILD,0.9,18.0,18.0,0.5476,27,BUY,4.861,correct,OK,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
DIS,0.0409,0.0409,0.0409,0.05,Sideways,0.61,N/A,0.4823,MINOR,0.9857,0.5713,CHAOTIC,0.9655,0.6515,0.9756,True,-0.8722,1.0,RSI,0.001676,0.2378,0.5473,0.2767,0.95,MILD,MILD_ADJUST,0.3411,0.9701,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.411,MODERATE,0.78,0.43,0.43,0.0117,0,HOLD,-1.187,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
CRM,0.0,0.0,0.0,0.09,Bear,0.98,N/A,0.3866,OK,0.9923,0.5386,CHAOTIC,0.9355,0.6182,0.9639,True,-0.9722,1.0,vol_change,-0.001487,0.3048,0.6265,0.352,0.85,MODERATE,NO_CONFLICT,0.4072,0.9794,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.486,MODERATE,0.75,0.0,0.0,0.012,0,HOLD,-4.697,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
PLTR,0.0,0.0,0.0,0.12,Bear,0.87,N/A,0.5648,MINOR,0.9081,0.7208,SIDEWAYS,0.9355,0.6182,0.9218,True,-0.0174,1.0,sma20_dist,0.002038,0.3139,0.6084,0.2628,0.95,MILD,HOLD,0.2652,0.9794,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.5197,MODERATE,0.75,0.0,0.0,-0.2247,0,HOLD,8.171,hold,HOLD,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10->17-2024)
AAPL,1.0,1.0,0.0,0.1,Sideways,0.885,N/A,0.564,MINOR,0.9865,0.5677,CHAOTIC,0.9355,0.6182,0.961,True,0.0129,1.0,sma10_dist,0.001648,0.9952,0.9563,0.275,0.95,MILD,NO_CONFLICT,0.6144,0.9772,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.2044,MILD,0.828,14.82,14.82,0.4217,8,BUY,2.555,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
MSFT,1.0,1.0,0.0,0.09,Bear,0.91,N/A,0.559,MINOR,0.903,0.7476,SIDEWAYS,0.88,0.3,0.8915,True,0.0333,1.0,RSI,0.001781,0.9946,0.8867,0.666,0.5,CRITICAL,MILD_ADJUST,0.5305,0.9772,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.6255,MODERATE,0.78,4.23,4.23,0.2176,1,HOLD,2.994,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
NVDA,1.0,1.0,0.0,0.18,Sideways,0.91,N/A,0.6366,MINOR,0.9911,0.5444,CHAOTIC,0.9655,0.6515,0.9783,False,0.0006,0.72,sma50_dist,0.001892,0.9972,0.7024,0.3273,0.95,MILD,MILD_ADJUST,0.4389,0.9772,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.1993,MILD,0.828,3.11,3.11,0.1583,3,BUY,4.846,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
TSLA,1.0,1.0,0.0,0.07,Bear,0.98,N/A,0.5462,MINOR,0.9879,0.5605,CHAOTIC,0.9355,0.6182,0.9617,True,0.0418,1.0,sma10_dist,0.003647,0.9937,0.9556,0.768,0.5,CRITICAL,MILD_ADJUST,0.5757,0.9772,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.6479,MODERATE,0.78,2.86,2.86,0.2928,1,HOLD,1.78,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
META,0.9998,0.9998,0.0002,0.11,Sideways,0.83,N/A,0.5302,MINOR,0.9822,0.5889,CHAOTIC,0.9655,0.6515,0.9738,True,0.3932,1.0,log_return,0.002651,0.9955,0.9695,0.309,0.95,MILD,MILD_ADJUST,0.5891,0.9772,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.197,MILD,0.828,7.54,7.54,0.3836,1,BUY,0.177,noise_c,OK!,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
GOOGL,1.0,1.0,0.0,0.08,Sideways,0.91,N/A,0.2966,OK,1.0113,0.4436,CHAOTIC,0.9655,0.6515,0.9884,False,0.0027,0.72,RSI,0.001136,0.9944,0.7076,0.2956,0.95,MILD,NO_CONFLICT,0.4599,0.9772,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.2094,MILD,0.936,5.46,5.46,0.1899,3,BUY,4.6,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
AMZN,0.0,0.0,0.0,0.09,Bear,0.88,N/A,0.4041,MINOR,0.9822,0.5892,NEUTRAL,0.9955,0.6848,0.9889,True,-0.4741,1.0,sma10_dist,-0.001447,0.3048,0.6428,0.252,0.95,MILD,NO_CONFLICT,0.481,0.9248,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5025,MODERATE,0.78,4.54,4.54,0.1351,2,BUY,-1.624,noise_w,BAD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
AMD,1.0,1.0,0.0,0.13,Bear,0.98,N/A,1.0,CRITICAL,0.9865,0.5676,NEUTRAL,0.9655,0.6515,0.976,True,0.0101,1.0,sma20_dist,-0.000453,0.996,0.9721,0.7013,0.5,CRITICAL,MILD_ADJUST,0.5055,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.633,MODERATE,0.69,1.52,1.52,0.1758,1,HOLD,10.474,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
INTC,1.0,1.0,0.0,0.06,Bear,0.98,N/A,0.5114,MINOR,1.0094,0.453,CHAOTIC,0.9355,0.6182,0.9725,True,0.0164,1.0,log_return,-0.001531,0.9931,0.9658,0.6858,0.5,CRITICAL,MILD_ADJUST,0.5928,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.7571,HIGH,0.4301,2.3,2.3,0.3213,7,HOLD,5.211,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
ORCL,1.0,1.0,0.0,0.07,Sideways,0.98,N/A,0.9576,CRITICAL,0.9853,0.5737,CHAOTIC,1.0255,0.7182,1.0054,False,0.0025,0.72,vol_change,0.001089,0.9939,0.7195,0.278,0.95,MILD,MILD_ADJUST,0.4174,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.2179,MILD,0.7038,4.21,4.21,0.126,3,BUY,7.004,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
SPY,1.0,1.0,0.0,0.13,Sideways,0.98,N/A,0.3,OK,0.9144,0.6873,SIDEWAYS,0.95,0.5,0.9322,True,0.1674,1.0,RSI,-0.000854,0.9961,0.9286,0.272,0.95,MILD,NO_CONFLICT,0.6036,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.2114,MILD,0.9,17.33,17.33,0.4054,3,BUY,1.757,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
QQQ,1.0,1.0,0.0,0.15,Sideways,0.94,N/A,0.3,OK,0.9096,0.7125,SIDEWAYS,0.95,0.5,0.9298,True,0.1372,1.0,RSI,0.000443,0.9966,0.9267,0.27,0.95,MILD,NO_CONFLICT,0.6024,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.2053,MILD,0.936,17.94,17.94,0.4035,4,BUY,2.67,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
DIA,1.0,1.0,0.0,0.1,Bull,0.98,N/A,0.3,OK,0.8989,0.7688,SIDEWAYS,0.95,0.5,0.9244,True,0.0345,1.0,RSI,0.000182,0.9953,0.758,0.195,1.0,HARMONY,NO_CONFLICT,0.4927,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.0,HARMONY,1.0712,15.52,15.52,0.2898,4,BUY,1.073,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
IWM,0.9999,0.9999,0.0001,0.12,Sideways,0.86,N/A,0.3,OK,0.8976,0.7758,SIDEWAYS,0.95,0.5,0.9238,True,0.014,1.0,vol_change,0.000446,0.9958,0.9199,0.2729,0.95,MILD,NO_CONFLICT,0.5979,0.9638,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.1994,MILD,0.936,17.65,17.65,0.3969,8,BUY,1.856,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
JPM,0.0646,0.0646,0.0646,0.09,Bear,0.89,N/A,0.3062,OK,0.988,0.5599,CHAOTIC,0.88,0.3,0.934,True,-0.9225,1.0,RSI,-0.002369,0.3138,0.6071,0.2617,0.95,MILD,NO_CONFLICT,0.3831,0.9641,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.3753,MODERATE,0.78,0.0,0.0,-0.0281,0,HOLD,-1.585,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
BAC,1.0,1.0,0.0,0.08,Bear,0.93,N/A,0.2744,OK,0.9247,0.6333,SIDEWAYS,1.0014,0.7713,0.963,False,0.0046,0.72,sma20_dist,-0.001275,0.9941,0.6893,0.667,0.5,CRITICAL,NO_CONFLICT,0.517,0.9254,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6332,MODERATE,0.75,3.66,3.66,0.195,10,HOLD,1.596,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
GS,0.5283,0.5283,0.4717,0.09,Sideways,0.75,N/A,0.5607,MINOR,0.9919,0.5405,CHAOTIC,1.0014,0.7713,0.9967,True,-0.4618,1.0,log_return,0.001476,0.7834,0.7808,0.0262,1.0,HARMONY,MILD_ADJUST,0.427,0.97,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.1701,MILD,0.828,5.82,5.82,0.1405,1,BUY,2.068,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
V,0.0175,0.0175,0.0175,0.08,Sideways,0.82,N/A,0.3129,OK,0.9927,0.5366,NEUTRAL,0.9655,0.6515,0.9791,True,-0.4287,1.0,RSI,0.002038,0.3642,0.6364,0.299,0.95,MILD,NO_CONFLICT,0.4137,0.9767,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.6425,MODERATE,0.78,4.46,4.46,0.1205,1,BUY,-0.12,noise_w,BAD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
GLD,0.9999,0.9999,0.0001,0.08,Sideways,0.82,N/A,0.3,OK,1.0121,0.4395,NEUTRAL,0.95,0.5,0.981,False,0.0084,0.72,vol_change,0.001285,0.9943,0.7024,0.277,0.95,MILD,NO_CONFLICT,0.4566,1.0,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.199,MILD,0.828,7.27,7.27,0.1848,3,BUY,3.838,correct,OK,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
TLT,1.0,1.0,0.0,0.1,Bull,0.31,N/A,0.3,OK,0.9132,0.6936,SIDEWAYS,0.95,0.5,0.9316,True,0.0662,1.0,log_return,0.000934,0.9953,0.5582,0.195,1.0,HARMONY,NO_CONFLICT,0.3628,1.0,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.0,HARMONY,1.04,5.61,5.61,0.108,6,BUY,0.852,noise_c,OK!,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
SLV,1.0,1.0,0.0,0.06,Bear,0.87,N/A,0.3,OK,1.0101,0.4493,NEUTRAL,0.95,0.5,0.98,False,0.0075,0.72,vol_change,0.002429,0.9931,0.7008,0.669,0.5,CRITICAL,NO_CONFLICT,0.4555,1.0,0.65,EXTREME SYCOPHANCY HOLD ensemble collapsed (−35%),0.7377,HIGH,0.572,1.11,1.11,0.0925,4,HOLD,12.326,hold,HOLD,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13->20-2024)
